names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,cluster
PLXDC1,58.403507,5.1916633,0.0,0.0,0.5560320182961692,0.048677592081778354,0
CCDC102B,145.67142,5.1734786,0.0,0.0,0.9714122355631789,0.27600194710368325,0
COL15A1,53.386547,4.523511,0.0,0.0,0.5408805031446541,0.06782411163394451,0
POSTN,89.70991,4.2280703,0.0,0.0,0.8822184105202973,0.27892260262859,0
PIEZO2,75.42524,3.8921404,0.0,0.0,0.839622641509434,0.28622424144085673,0
COL24A1,57.119434,3.7860265,0.0,0.0,0.6535162950257289,0.16112282979068634,0
C7,57.690475,3.4232614,0.0,0.0,0.720125786163522,0.2575044621126075,0
HGF,51.542057,3.422055,0.0,0.0,0.6320754716981132,0.18172967710530585,0
PPARG,58.966534,3.4125977,0.0,0.0,0.7412807318467696,0.26139866947914975,0
DNM3OS,54.027927,3.3846104,0.0,0.0,0.6620926243567753,0.19016712639948077,0
PSG4,55.42441,7.535056,0.0,0.0,0.5182788741507602,0.007001522070015221,1
ENSG00000287544,60.56696,6.954248,0.0,0.0,0.5732772565512779,0.015525114155251141,1
RXFP1,60.518246,6.723255,0.0,0.0,0.5729537366548043,0.016894977168949773,1
FST,97.018,6.050637,0.0,0.0,0.8123584600452928,0.06636225266362253,1
SERPINE1,174.26718,5.936106,0.0,0.0,0.9757360077644776,0.191324200913242,1
CEMIP,175.298,5.5939336,0.0,0.0,0.9906179230022646,0.30273972602739724,1
SGK1,89.88663,5.5793176,0.0,0.0,0.797153024911032,0.07853881278538813,1
KIRREL3,51.511044,5.543958,0.0,0.0,0.5082497573600776,0.030745814307458142,1
ITGBL1,97.839905,5.465777,0.0,0.0,0.839534131349078,0.10106544901065449,1
GCNT4,58.89696,5.445604,0.0,0.0,0.5858945325137496,0.03972602739726028,1
LRRTM3,161.77061,9.273873,0.0,0.0,0.9198994252873564,0.010178857059764432,2
ENSG00000268518,223.26488,9.096122,0.0,0.0,0.9608477011494253,0.016722408026755852,2
ENSG00000287683,104.68763,8.972753,0.0,0.0,0.8186063218390804,0.008579322378944307,2
ENSG00000289973,67.31908,8.801073,0.0,0.0,0.6433189655172413,0.004216955067616693,2
ENSG00000289950,164.30199,8.783838,0.0,0.0,0.9234913793103449,0.014686636614802967,2
CTNND2,242.19693,8.763923,0.0,0.0,0.9701867816091954,0.02137559982550531,2
SORCS3,80.985596,8.707892,0.0,0.0,0.7230603448275862,0.0071251999418351026,2
TRIM55,151.15149,8.677731,0.0,0.0,0.9105603448275862,0.014395812127381126,2
LINC02552,98.41966,8.64668,0.0,0.0,0.7995689655172413,0.00930638359749891,2
MYBPC3,286.30835,8.582186,0.0,0.0,0.9809626436781609,0.027773738548785808,2
DIPK2B,34.453136,9.1713505,4.229333801172008e-104,7.930000877197514e-103,0.8194444444444444,0.0076816387495999144,3
TIE1,23.965977,9.13487,1.7360041427983387e-70,1.9727319804526576e-69,0.6805555555555556,0.004160887656033287,3
ANO2,40.217907,8.991858,3.229176566104173e-120,7.688515633581364e-119,0.8645833333333334,0.013229488957644298,3
ENSG00000289873,23.187681,8.715786,9.033662817126278e-68,9.576321007554358e-67,0.6666666666666666,0.0061879867705110425,3
CCDC88C,19.321339,8.554818,7.12061729978993e-54,6.05151611880164e-53,0.5798611111111112,0.004587645364344394,3
ROBO4,23.934078,8.444805,2.166296505127632e-70,2.4431915471364266e-69,0.6805555555555556,0.006828123332977702,3
VWF,61.909824,8.335111,6.712776654636695e-170,2.7586753375219297e-168,0.9444444444444444,0.030726554998399658,3
NR5A2,19.192856,8.227458,2.0781453955561653e-53,1.751246119850701e-52,0.5763888888888888,0.00565453963512216,3
EMCN,48.32613,8.192149,8.843392294671979e-141,2.6267501865362314e-139,0.9097222222222222,0.022404779686333084,3
MYCT1,19.837221,7.9955516,9.063678037689642e-56,7.904370381706083e-55,0.59375,0.006081297343433266,3
