names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,cluster
PLXDC1,58.403507,5.1916633,0.0,0.0,0.5560320182961692,0.048677592081778354,0
CCDC102B,145.67142,5.1734786,0.0,0.0,0.9714122355631789,0.27600194710368325,0
COL15A1,53.386547,4.523511,0.0,0.0,0.5408805031446541,0.06782411163394451,0
PSG4,55.42441,7.535056,0.0,0.0,0.5182788741507602,0.007001522070015221,1
ENSG00000287544,60.56696,6.954248,0.0,0.0,0.5732772565512779,0.015525114155251141,1
RXFP1,60.518246,6.723255,0.0,0.0,0.5729537366548043,0.016894977168949773,1
LRRTM3,161.77061,9.273873,0.0,0.0,0.9198994252873564,0.010178857059764432,2
ENSG00000268518,223.26488,9.096122,0.0,0.0,0.9608477011494253,0.016722408026755852,2
ENSG00000287683,104.68763,8.972753,0.0,0.0,0.8186063218390804,0.008579322378944307,2
DIPK2B,34.453136,9.1713505,4.229333801172008e-104,7.930000877197514e-103,0.8194444444444444,0.0076816387495999144,3
TIE1,23.965977,9.13487,1.7360041427983387e-70,1.9727319804526576e-69,0.6805555555555556,0.004160887656033287,3
ANO2,40.217907,8.991858,3.229176566104173e-120,7.688515633581364e-119,0.8645833333333334,0.013229488957644298,3
